campagne,date,jour,variable,groupe,valeur
2023-2024,2023-10-25,9,ACTE(VGP),moins de 65 ans,24523
2023-2024,2023-10-25,9,DOSES(J07E1),moins de 65 ans,53089
2023-2024,2023-10-26,10,ACTE(VGP),65 ans et plus,92667
2023-2024,2023-10-26,10,DOSES(J07E1),65 ans et plus,195061
2023-2024,2023-10-26,10,ACTE(VGP),moins de 65 ans,25280
2023-2024,2023-10-26,10,DOSES(J07E1),moins de 65 ans,52435
2023-2024,2023-10-27,11,ACTE(VGP),65 ans et plus,91062
2023-2024,2023-10-27,11,DOSES(J07E1),65 ans et plus,190841
2023-2024,2023-10-27,11,ACTE(VGP),moins de 65 ans,28542
2023-2024,2023-10-27,11,DOSES(J07E1),moins de 65 ans,56153
2023-2024,2023-10-28,12,ACTE(VGP),65 ans et plus,26060
2023-2024,2023-10-28,12,DOSES(J07E1),65 ans et plus,77933
2023-2024,2023-10-28,12,ACTE(VGP),moins de 65 ans,14513
2023-2024,2023-10-28,12,DOSES(J07E1),moins de 65 ans,31992
2023-2024,2023-10-29,13,ACTE(VGP),65 ans et plus,326
2023-2024,2023-10-29,13,DOSES(J07E1),65 ans et plus,1137
2023-2024,2023-10-29,13,ACTE(VGP),moins de 65 ans,194
2023-2024,2023-10-29,13,DOSES(J07E1),moins de 65 ans,488
2023-2024,2023-10-30,14,ACTE(VGP),65 ans et plus,85891
2023-2024,2023-10-30,14,DOSES(J07E1),65 ans et plus,183332
2023-2024,2023-10-30,14,ACTE(VGP),moins de 65 ans,26453
2023-2024,2023-10-30,14,DOSES(J07E1),moins de 65 ans,54468
2023-2024,2023-10-31,15,ACTE(VGP),65 ans et plus,105785
2023-2024,2023-10-31,15,DOSES(J07E1),65 ans et plus,218565
2023-2024,2023-10-31,15,ACTE(VGP),moins de 65 ans,29422
2023-2024,2023-10-31,15,DOSES(J07E1),moins de 65 ans,60440
2023-2024,2023-11-01,16,ACTE(VGP),65 ans et plus,739
2023-2024,2023-11-01,16,DOSES(J07E1),65 ans et plus,1820
2023-2024,2023-11-01,16,ACTE(VGP),moins de 65 ans,371
2023-2024,2023-11-01,16,DOSES(J07E1),moins de 65 ans,835
2023-2024,2023-11-02,17,ACTE(VGP),65 ans et plus,89474
2023-2024,2023-11-02,17,DOSES(J07E1),65 ans et plus,184810
2023-2024,2023-11-02,17,ACTE(VGP),moins de 65 ans,27031
2023-2024,2023-11-02,17,DOSES(J07E1),moins de 65 ans,55418
2023-2024,2023-11-03,18,ACTE(VGP),65 ans et plus,111818
2023-2024,2023-11-03,18,DOSES(J07E1),65 ans et plus,219545
2023-2024,2023-11-03,18,ACTE(VGP),moins de 65 ans,33956
2023-2024,2023-11-03,18,DOSES(J07E1),moins de 65 ans,64035
2023-2024,2023-11-04,19,ACTE(VGP),65 ans et plus,30535
2023-2024,2023-11-04,19,DOSES(J07E1),65 ans et plus,81605
2023-2024,2023-11-04,19,ACTE(VGP),moins de 65 ans,16694
2023-2024,2023-11-04,19,DOSES(J07E1),moins de 65 ans,35082
2023-2024,2023-11-05,20,ACTE(VGP),65 ans et plus,293
2023-2024,2023-11-05,20,DOSES(J07E1),65 ans et plus,839
2023-2024,2023-11-05,20,ACTE(VGP),moins de 65 ans,221
2023-2024,2023-11-05,20,DOSES(J07E1),moins de 65 ans,402
2023-2024,2023-11-06,21,ACTE(VGP),65 ans et plus,124365
2023-2024,2023-11-06,21,DOSES(J07E1),65 ans et plus,235083
2023-2024,2023-11-06,21,ACTE(VGP),moins de 65 ans,28976
2023-2024,2023-11-06,21,DOSES(J07E1),moins de 65 ans,58802
2023-2024,2023-11-07,22,ACTE(VGP),65 ans et plus,150665
2023-2024,2023-11-07,22,DOSES(J07E1),65 ans et plus,271855
2023-2024,2023-11-07,22,ACTE(VGP),moins de 65 ans,31647
2023-2024,2023-11-07,22,DOSES(J07E1),moins de 65 ans,62519
2023-2024,2023-11-08,23,ACTE(VGP),65 ans et plus,113110
2023-2024,2023-11-08,23,DOSES(J07E1),65 ans et plus,210263
2023-2024,2023-11-08,23,ACTE(VGP),moins de 65 ans,26937
2023-2024,2023-11-08,23,DOSES(J07E1),moins de 65 ans,55074
2023-2024,2023-11-09,24,ACTE(VGP),65 ans et plus,121136
2023-2024,2023-11-09,24,DOSES(J07E1),65 ans et plus,215236
2023-2024,2023-11-09,24,ACTE(VGP),moins de 65 ans,27719
2023-2024,2023-11-09,24,DOSES(J07E1),moins de 65 ans,54757
2023-2024,2023-11-10,25,ACTE(VGP),65 ans et plus,118375
2023-2024,2023-11-10,25,DOSES(J07E1),65 ans et plus,212245
2023-2024,2023-11-10,25,ACTE(VGP),moins de 65 ans,34555
2023-2024,2023-11-10,25,DOSES(J07E1),moins de 65 ans,64124
2023-2024,2023-11-11,26,ACTE(VGP),65 ans et plus,858
2023-2024,2023-11-11,26,DOSES(J07E1),65 ans et plus,2578
2023-2024,2023-11-11,26,ACTE(VGP),moins de 65 ans,628
2023-2024,2023-11-11,26,DOSES(J07E1),moins de 65 ans,1673
2023-2024,2023-11-12,27,ACTE(VGP),65 ans et plus,288
2023-2024,2023-11-12,27,DOSES(J07E1),65 ans et plus,776
2023-2024,2023-11-12,27,ACTE(VGP),moins de 65 ans,174
2023-2024,2023-11-12,27,DOSES(J07E1),moins de 65 ans,540
2023-2024,2023-11-13,28,ACTE(VGP),65 ans et plus,118954
2023-2024,2023-11-13,28,DOSES(J07E1),65 ans et plus,214073
2023-2024,2023-11-13,28,ACTE(VGP),moins de 65 ans,28483
2023-2024,2023-11-13,28,DOSES(J07E1),moins de 65 ans,56686
2023-2024,2023-11-14,29,ACTE(VGP),65 ans et plus,142255
2023-2024,2023-11-14,29,DOSES(J07E1),65 ans et plus,235527
2023-2024,2023-11-14,29,ACTE(VGP),moins de 65 ans,29755
2023-2024,2023-11-14,29,DOSES(J07E1),moins de 65 ans,57133
2023-2024,2023-11-15,30,ACTE(VGP),65 ans et plus,111556
2023-2024,2023-11-15,30,DOSES(J07E1),65 ans et plus,186627
2023-2024,2023-11-15,30,ACTE(VGP),moins de 65 ans,26722
2023-2024,2023-11-15,30,DOSES(J07E1),moins de 65 ans,51264
2023-2024,2023-11-16,31,ACTE(VGP),65 ans et plus,103550
2023-2024,2023-11-16,31,DOSES(J07E1),65 ans et plus,169419
2023-2024,2023-11-16,31,ACTE(VGP),moins de 65 ans,23903
2023-2024,2023-11-16,31,DOSES(J07E1),moins de 65 ans,45106
2023-2024,2023-11-17,32,ACTE(VGP),65 ans et plus,102840
2023-2024,2023-11-17,32,DOSES(J07E1),65 ans et plus,164936
2023-2024,2023-11-17,32,ACTE(VGP),moins de 65 ans,29866
2023-2024,2023-11-17,32,DOSES(J07E1),moins de 65 ans,52249
2023-2024,2023-11-18,33,ACTE(VGP),65 ans et plus,26647
2023-2024,2023-11-18,33,DOSES(J07E1),65 ans et plus,55835
2023-2024,2023-11-18,33,ACTE(VGP),moins de 65 ans,17214
2023-2024,2023-11-18,33,DOSES(J07E1),moins de 65 ans,31942
2023-2024,2023-11-19,34,ACTE(VGP),65 ans et plus,211
2023-2024,2023-11-19,34,DOSES(J07E1),65 ans et plus,608
2023-2024,2023-11-19,34,ACTE(VGP),moins de 65 ans,163
2023-2024,2023-11-19,34,DOSES(J07E1),moins de 65 ans,443
2023-2024,2023-11-20,35,ACTE(VGP),65 ans et plus,95141
2023-2024,2023-11-20,35,DOSES(J07E1),65 ans et plus,148910
2023-2024,2023-11-20,35,ACTE(VGP),moins de 65 ans,23549
2023-2024,2023-11-20,35,DOSES(J07E1),moins de 65 ans,43661
2023-2024,2023-11-21,36,ACTE(VGP),65 ans et plus,107664
2023-2024,2023-11-21,36,DOSES(J07E1),65 ans et plus,165047
2023-2024,2023-11-21,36,ACTE(VGP),moins de 65 ans,24741
2023-2024,2023-11-21,36,DOSES(J07E1),moins de 65 ans,44373
2023-2024,2023-11-22,37,ACTE(VGP),65 ans et plus,78683
2023-2024,2023-11-22,37,DOSES(J07E1),65 ans et plus,123742
2023-2024,2023-11-22,37,ACTE(VGP),moins de 65 ans,21286
2023-2024,2023-11-22,37,DOSES(J07E1),moins de 65 ans,39395
2023-2024,2023-11-23,38,ACTE(VGP),65 ans et plus,80829
2023-2024,2023-11-23,38,DOSES(J07E1),65 ans et plus,125475
2023-2024,2023-11-23,38,ACTE(VGP),moins de 65 ans,20648
2023-2024,2023-11-23,38,DOSES(J07E1),moins de 65 ans,37328
2023-2024,2023-11-24,39,ACTE(VGP),65 ans et plus,78890
2023-2024,2023-11-24,39,DOSES(J07E1),65 ans et plus,120489
2023-2024,2023-11-24,39,ACTE(VGP),moins de 65 ans,25275
2023-2024,2023-11-24,39,DOSES(J07E1),moins de 65 ans,42706
2023-2024,2023-11-25,40,ACTE(VGP),65 ans et plus,21630
2023-2024,2023-11-25,40,DOSES(J07E1),65 ans et plus,42430
2023-2024,2023-11-25,40,ACTE(VGP),moins de 65 ans,14107
2023-2024,2023-11-25,40,DOSES(J07E1),moins de 65 ans,25784
2023-2024,2023-11-26,41,ACTE(VGP),65 ans et plus,145
2023-2024,2023-11-26,41,DOSES(J07E1),65 ans et plus,373
2023-2024,2023-11-26,41,ACTE(VGP),moins de 65 ans,169
2023-2024,2023-11-26,41,DOSES(J07E1),moins de 65 ans,340
2023-2024,2023-11-27,42,ACTE(VGP),65 ans et plus,69847
2023-2024,2023-11-27,42,DOSES(J07E1),65 ans et plus,105969
2023-2024,2023-11-27,42,ACTE(VGP),moins de 65 ans,18791
2023-2024,2023-11-27,42,DOSES(J07E1),moins de 65 ans,34569
2023-2024,2023-11-28,43,ACTE(VGP),65 ans et plus,83264
2023-2024,2023-11-28,43,DOSES(J07E1),65 ans et plus,122574
2023-2024,2023-11-28,43,ACTE(VGP),moins de 65 ans,20484
2023-2024,2023-11-28,43,DOSES(J07E1),moins de 65 ans,36585
2023-2024,2023-11-29,44,ACTE(VGP),65 ans et plus,60762
2023-2024,2023-11-29,44,DOSES(J07E1),65 ans et plus,93716
2023-2024,2023-11-29,44,ACTE(VGP),moins de 65 ans,18143
2023-2024,2023-11-29,44,DOSES(J07E1),moins de 65 ans,33570
2023-2024,2023-11-30,45,ACTE(VGP),65 ans et plus,63289
2023-2024,2023-11-30,45,DOSES(J07E1),65 ans et plus,94177
2023-2024,2023-11-30,45,ACTE(VGP),moins de 65 ans,17375
2023-2024,2023-11-30,45,DOSES(J07E1),moins de 65 ans,31418
2023-2024,2023-12-01,46,ACTE(VGP),65 ans et plus,62594
2023-2024,2023-12-01,46,DOSES(J07E1),65 ans et plus,91116
2023-2024,2023-12-01,46,ACTE(VGP),moins de 65 ans,21350
2023-2024,2023-12-01,46,DOSES(J07E1),moins de 65 ans,35154
2023-2024,2023-12-02,47,ACTE(VGP),65 ans et plus,18175
2023-2024,2023-12-02,47,DOSES(J07E1),65 ans et plus,32141
2023-2024,2023-12-02,47,ACTE(VGP),moins de 65 ans,12480
2023-2024,2023-12-02,47,DOSES(J07E1),moins de 65 ans,21756
2023-2024,2023-12-03,48,ACTE(VGP),65 ans et plus,151
2023-2024,2023-12-03,48,DOSES(J07E1),65 ans et plus,351
2023-2024,2023-12-03,48,ACTE(VGP),moins de 65 ans,183
2023-2024,2023-12-03,48,DOSES(J07E1),moins de 65 ans,353
2023-2024,2023-12-04,49,ACTE(VGP),65 ans et plus,52991
2023-2024,2023-12-04,49,DOSES(J07E1),65 ans et plus,76705
2023-2024,2023-12-04,49,ACTE(VGP),moins de 65 ans,16318
2023-2024,2023-12-04,49,DOSES(J07E1),moins de 65 ans,27687
2023-2024,2023-12-05,50,ACTE(VGP),65 ans et plus,63320
2023-2024,2023-12-05,50,DOSES(J07E1),65 ans et plus,90360
2023-2024,2023-12-05,50,ACTE(VGP),moins de 65 ans,17137
2023-2024,2023-12-05,50,DOSES(J07E1),moins de 65 ans,29270
2023-2024,2023-12-06,51,ACTE(VGP),65 ans et plus,46721
2023-2024,2023-12-06,51,DOSES(J07E1),65 ans et plus,69153
2023-2024,2023-12-06,51,ACTE(VGP),moins de 65 ans,14921
2023-2024,2023-12-06,51,DOSES(J07E1),moins de 65 ans,26224
2023-2024,2023-12-07,52,ACTE(VGP),65 ans et plus,51810
2023-2024,2023-12-07,52,DOSES(J07E1),65 ans et plus,74786
2023-2024,2023-12-07,52,ACTE(VGP),moins de 65 ans,15986
2023-2024,2023-12-07,52,DOSES(J07E1),moins de 65 ans,26524
2023-2024,2023-12-08,53,ACTE(VGP),65 ans et plus,50129
2023-2024,2023-12-08,53,DOSES(J07E1),65 ans et plus,70281
2023-2024,2023-12-08,53,ACTE(VGP),moins de 65 ans,18755
2023-2024,2023-12-08,53,DOSES(J07E1),moins de 65 ans,29992
2023-2024,2023-12-09,54,ACTE(VGP),65 ans et plus,13277
2023-2024,2023-12-09,54,DOSES(J07E1),65 ans et plus,22842
2023-2024,2023-12-09,54,ACTE(VGP),moins de 65 ans,10188
2023-2024,2023-12-09,54,DOSES(J07E1),moins de 65 ans,17685
2023-2024,2023-12-10,55,ACTE(VGP),65 ans et plus,119
2023-2024,2023-12-10,55,DOSES(J07E1),65 ans et plus,192
2023-2024,2023-12-10,55,ACTE(VGP),moins de 65 ans,174
2023-2024,2023-12-10,55,DOSES(J07E1),moins de 65 ans,355
2023-2024,2023-12-11,56,ACTE(VGP),65 ans et plus,40992
2023-2024,2023-12-11,56,DOSES(J07E1),65 ans et plus,58286
2023-2024,2023-12-11,56,ACTE(VGP),moins de 65 ans,14081
2023-2024,2023-12-11,56,DOSES(J07E1),moins de 65 ans,23224
2023-2024,2023-12-12,57,ACTE(VGP),65 ans et plus,43464
2023-2024,2023-12-12,57,DOSES(J07E1),65 ans et plus,60320
2023-2024,2023-12-12,57,ACTE(VGP),moins de 65 ans,14349
2023-2024,2023-12-12,57,DOSES(J07E1),moins de 65 ans,22916
2023-2024,2023-12-13,58,ACTE(VGP),65 ans et plus,32619
2023-2024,2023-12-13,58,DOSES(J07E1),65 ans et plus,46069
2023-2024,2023-12-13,58,ACTE(VGP),moins de 65 ans,12203
2023-2024,2023-12-13,58,DOSES(J07E1),moins de 65 ans,20515
2023-2024,2023-12-14,59,ACTE(VGP),65 ans et plus,37864
2023-2024,2023-12-14,59,DOSES(J07E1),65 ans et plus,53286
2023-2024,2023-12-14,59,ACTE(VGP),moins de 65 ans,13292
2023-2024,2023-12-14,59,DOSES(J07E1),moins de 65 ans,21688
2023-2024,2023-12-15,60,ACTE(VGP),65 ans et plus,36273
2023-2024,2023-12-15,60,DOSES(J07E1),65 ans et plus,50499
2023-2024,2023-12-15,60,ACTE(VGP),moins de 65 ans,15482
2023-2024,2023-12-15,60,DOSES(J07E1),moins de 65 ans,23877
2023-2024,2023-12-16,61,ACTE(VGP),65 ans et plus,11619
2023-2024,2023-12-16,61,DOSES(J07E1),65 ans et plus,18144
2023-2024,2023-12-16,61,ACTE(VGP),moins de 65 ans,9035
2023-2024,2023-12-16,61,DOSES(J07E1),moins de 65 ans,14506
2023-2024,2023-12-17,62,ACTE(VGP),65 ans et plus,145
2023-2024,2023-12-17,62,DOSES(J07E1),65 ans et plus,200
2023-2024,2023-12-17,62,ACTE(VGP),moins de 65 ans,140
2023-2024,2023-12-17,62,DOSES(J07E1),moins de 65 ans,333
2023-2024,2023-12-18,63,ACTE(VGP),65 ans et plus,27432
2023-2024,2023-12-18,63,DOSES(J07E1),65 ans et plus,37720
2023-2024,2023-12-18,63,ACTE(VGP),moins de 65 ans,11618
2023-2024,2023-12-18,63,DOSES(J07E1),moins de 65 ans,18296
2023-2024,2023-12-19,64,ACTE(VGP),65 ans et plus,27983
2023-2024,2023-12-19,64,DOSES(J07E1),65 ans et plus,38774
2023-2024,2023-12-19,64,ACTE(VGP),moins de 65 ans,11355
2023-2024,2023-12-19,64,DOSES(J07E1),moins de 65 ans,17797
2023-2024,2023-12-20,65,ACTE(VGP),65 ans et plus,17798
2023-2024,2023-12-20,65,DOSES(J07E1),65 ans et plus,25972
2023-2024,2023-12-20,65,ACTE(VGP),moins de 65 ans,8780
2023-2024,2023-12-20,65,DOSES(J07E1),moins de 65 ans,14240
2023-2024,2023-12-21,66,ACTE(VGP),65 ans et plus,16079
2023-2024,2023-12-21,66,DOSES(J07E1),65 ans et plus,23821
2023-2024,2023-12-21,66,ACTE(VGP),moins de 65 ans,7939
2023-2024,2023-12-21,66,DOSES(J07E1),moins de 65 ans,13035
2023-2024,2023-12-22,67,ACTE(VGP),65 ans et plus,13489
2023-2024,2023-12-22,67,DOSES(J07E1),65 ans et plus,19936
2023-2024,2023-12-22,67,ACTE(VGP),moins de 65 ans,7933
2023-2024,2023-12-22,67,DOSES(J07E1),moins de 65 ans,12828
2023-2024,2023-12-23,68,ACTE(VGP),65 ans et plus,3590
2023-2024,2023-12-23,68,DOSES(J07E1),65 ans et plus,6571
2023-2024,2023-12-23,68,ACTE(VGP),moins de 65 ans,3215
2023-2024,2023-12-23,68,DOSES(J07E1),moins de 65 ans,6206
2023-2024,2023-12-24,69,ACTE(VGP),65 ans et plus,34
2023-2024,2023-12-24,69,DOSES(J07E1),65 ans et plus,66
2023-2024,2023-12-24,69,ACTE(VGP),moins de 65 ans,32
2023-2024,2023-12-24,69,DOSES(J07E1),moins de 65 ans,104
2023-2024,2023-12-25,70,ACTE(VGP),65 ans et plus,39
2023-2024,2023-12-25,70,DOSES(J07E1),65 ans et plus,56
2023-2024,2023-12-25,70,ACTE(VGP),moins de 65 ans,33
2023-2024,2023-12-25,70,DOSES(J07E1),moins de 65 ans,66
2023-2024,2023-12-26,71,ACTE(VGP),65 ans et plus,7874
2023-2024,2023-12-26,71,DOSES(J07E1),65 ans et plus,11661
2023-2024,2023-12-26,71,ACTE(VGP),moins de 65 ans,4640
2023-2024,2023-12-26,71,DOSES(J07E1),moins de 65 ans,7761
2023-2024,2023-12-27,72,ACTE(VGP),65 ans et plus,8479
2023-2024,2023-12-27,72,DOSES(J07E1),65 ans et plus,12304
2023-2024,2023-12-27,72,ACTE(VGP),moins de 65 ans,4951
2023-2024,2023-12-27,72,DOSES(J07E1),moins de 65 ans,8234
2023-2024,2023-12-28,73,ACTE(VGP),65 ans et plus,9561
2023-2024,2023-12-28,73,DOSES(J07E1),65 ans et plus,13389
2023-2024,2023-12-28,73,ACTE(VGP),moins de 65 ans,5231
2023-2024,2023-12-28,73,DOSES(J07E1),moins de 65 ans,8499
2023-2024,2023-12-29,74,ACTE(VGP),65 ans et plus,9193
2023-2024,2023-12-29,74,DOSES(J07E1),65 ans et plus,13621
2023-2024,2023-12-29,74,ACTE(VGP),moins de 65 ans,5532
2023-2024,2023-12-29,74,DOSES(J07E1),moins de 65 ans,8973
2023-2024,2023-12-30,75,ACTE(VGP),65 ans et plus,3584
2023-2024,2023-12-30,75,DOSES(J07E1),65 ans et plus,5778
2023-2024,2023-12-30,75,ACTE(VGP),moins de 65 ans,2757
2023-2024,2023-12-30,75,DOSES(J07E1),moins de 65 ans,4963
2023-2024,2023-12-31,76,ACTE(VGP),65 ans et plus,35
2023-2024,2023-12-31,76,DOSES(J07E1),65 ans et plus,96
2023-2024,2023-12-31,76,ACTE(VGP),moins de 65 ans,23
2023-2024,2023-12-31,76,DOSES(J07E1),moins de 65 ans,119
2023-2024,2024-01-01,77,ACTE(VGP),65 ans et plus,30
2023-2024,2024-01-01,77,DOSES(J07E1),65 ans et plus,35
2023-2024,2024-01-01,77,ACTE(VGP),moins de 65 ans,19
2023-2024,2024-01-01,77,DOSES(J07E1),moins de 65 ans,63
2023-2024,2024-01-02,78,ACTE(VGP),65 ans et plus,9180
2023-2024,2024-01-02,78,DOSES(J07E1),65 ans et plus,12836
2023-2024,2024-01-02,78,ACTE(VGP),moins de 65 ans,4597
2023-2024,2024-01-02,78,DOSES(J07E1),moins de 65 ans,7262
2023-2024,2024-01-03,79,ACTE(VGP),65 ans et plus,9448
2023-2024,2024-01-03,79,DOSES(J07E1),65 ans et plus,13066
2023-2024,2024-01-03,79,ACTE(VGP),moins de 65 ans,4236
2023-2024,2024-01-03,79,DOSES(J07E1),moins de 65 ans,6709
2023-2024,2024-01-04,80,ACTE(VGP),65 ans et plus,9815
2023-2024,2024-01-04,80,DOSES(J07E1),65 ans et plus,13780
2023-2024,2024-01-04,80,ACTE(VGP),moins de 65 ans,4293
2023-2024,2024-01-04,80,DOSES(J07E1),moins de 65 ans,6760
2023-2024,2024-01-05,81,ACTE(VGP),65 ans et plus,10500
2023-2024,2024-01-05,81,DOSES(J07E1),65 ans et plus,14155
2023-2024,2024-01-05,81,ACTE(VGP),moins de 65 ans,5440
2023-2024,2024-01-05,81,DOSES(J07E1),moins de 65 ans,8051
2023-2024,2024-01-06,82,ACTE(VGP),65 ans et plus,4356
2023-2024,2024-01-06,82,DOSES(J07E1),65 ans et plus,6702
2023-2024,2024-01-06,82,ACTE(VGP),moins de 65 ans,3228
2023-2024,2024-01-06,82,DOSES(J07E1),moins de 65 ans,4933
2023-2024,2024-01-07,83,ACTE(VGP),65 ans et plus,57
2023-2024,2024-01-07,83,DOSES(J07E1),65 ans et plus,220
2023-2024,2024-01-07,83,ACTE(VGP),moins de 65 ans,42
2023-2024,2024-01-07,83,DOSES(J07E1),moins de 65 ans,133
2023-2024,2024-01-08,84,ACTE(VGP),65 ans et plus,9058
2023-2024,2024-01-08,84,DOSES(J07E1),65 ans et plus,12153
2023-2024,2024-01-08,84,ACTE(VGP),moins de 65 ans,4029
2023-2024,2024-01-08,84,DOSES(J07E1),moins de 65 ans,6272
2023-2024,2024-01-09,85,ACTE(VGP),65 ans et plus,8667
2023-2024,2024-01-09,85,DOSES(J07E1),65 ans et plus,11764
2023-2024,2024-01-09,85,ACTE(VGP),moins de 65 ans,3647
2023-2024,2024-01-09,85,DOSES(J07E1),moins de 65 ans,5793
2023-2024,2024-01-10,86,ACTE(VGP),65 ans et plus,6011
2023-2024,2024-01-10,86,DOSES(J07E1),65 ans et plus,8795
2023-2024,2024-01-10,86,ACTE(VGP),moins de 65 ans,2958
2023-2024,2024-01-10,86,DOSES(J07E1),moins de 65 ans,5197
2023-2024,2024-01-11,87,ACTE(VGP),65 ans et plus,6830
2023-2024,2024-01-11,87,DOSES(J07E1),65 ans et plus,9735
2023-2024,2024-01-11,87,ACTE(VGP),moins de 65 ans,3159
2023-2024,2024-01-11,87,DOSES(J07E1),moins de 65 ans,4898
2023-2024,2024-01-12,88,ACTE(VGP),65 ans et plus,6958
2023-2024,2024-01-12,88,DOSES(J07E1),65 ans et plus,9423
2023-2024,2024-01-12,88,ACTE(VGP),moins de 65 ans,3573
2023-2024,2024-01-12,88,DOSES(J07E1),moins de 65 ans,5392
2023-2024,2024-01-13,89,ACTE(VGP),65 ans et plus,2609
2023-2024,2024-01-13,89,DOSES(J07E1),65 ans et plus,4108
2023-2024,2024-01-13,89,ACTE(VGP),moins de 65 ans,2386
2023-2024,2024-01-13,89,DOSES(J07E1),moins de 65 ans,3580
2023-2024,2024-01-14,90,ACTE(VGP),65 ans et plus,27
2023-2024,2024-01-14,90,DOSES(J07E1),65 ans et plus,55
2023-2024,2024-01-14,90,ACTE(VGP),moins de 65 ans,35
2023-2024,2024-01-14,90,DOSES(J07E1),moins de 65 ans,78
2023-2024,2024-01-15,91,ACTE(VGP),65 ans et plus,4770
2023-2024,2024-01-15,91,DOSES(J07E1),65 ans et plus,7018
2023-2024,2024-01-15,91,ACTE(VGP),moins de 65 ans,2499
2023-2024,2024-01-15,91,DOSES(J07E1),moins de 65 ans,4128
2023-2024,2024-01-16,92,ACTE(VGP),65 ans et plus,5694
2023-2024,2024-01-16,92,DOSES(J07E1),65 ans et plus,7703
2023-2024,2024-01-16,92,ACTE(VGP),moins de 65 ans,2407
2023-2024,2024-01-16,92,DOSES(J07E1),moins de 65 ans,3854
2023-2024,2024-01-17,93,ACTE(VGP),65 ans et plus,3443
2023-2024,2024-01-17,93,DOSES(J07E1),65 ans et plus,4637
2023-2024,2024-01-17,93,ACTE(VGP),moins de 65 ans,1824
2023-2024,2024-01-17,93,DOSES(J07E1),moins de 65 ans,3037
2023-2024,2024-01-18,94,ACTE(VGP),65 ans et plus,3417
2023-2024,2024-01-18,94,DOSES(J07E1),65 ans et plus,4673
2023-2024,2024-01-18,94,ACTE(VGP),moins de 65 ans,1822
2023-2024,2024-01-18,94,DOSES(J07E1),moins de 65 ans,2971
2023-2024,2024-01-19,95,ACTE(VGP),65 ans et plus,3382
2023-2024,2024-01-19,95,DOSES(J07E1),65 ans et plus,4802
2023-2024,2024-01-19,95,ACTE(VGP),moins de 65 ans,2012
2023-2024,2024-01-19,95,DOSES(J07E1),moins de 65 ans,3102
2023-2024,2024-01-20,96,ACTE(VGP),65 ans et plus,1177
2023-2024,2024-01-20,96,DOSES(J07E1),65 ans et plus,1780
2023-2024,2024-01-20,96,ACTE(VGP),moins de 65 ans,1301
2023-2024,2024-01-20,96,DOSES(J07E1),moins de 65 ans,1922
2023-2024,2024-01-21,97,ACTE(VGP),65 ans et plus,8
2023-2024,2024-01-21,97,DOSES(J07E1),65 ans et plus,21
2023-2024,2024-01-21,97,ACTE(VGP),moins de 65 ans,27
2023-2024,2024-01-21,97,DOSES(J07E1),moins de 65 ans,54
2023-2024,2024-01-22,98,ACTE(VGP),65 ans et plus,2825
